QID	TITLE	BODY	CATEGORY	PUBLISHEDDATE
YA:20160517063915AAJKgFj	Is david flair going to interfere in the Charlotte vs. Natalya submission match?		Wrestling	1463492355000
YA:20160517063940AAvHace	Dry-wall help?	"Hi all, if anyone with some knowledge in this area could help me that would be much appreciated./n/nWe are trying to cover two of our walls with dry-walling panels, but the adhesive we purchased to do so is not sticking. Can someone please tell me how to get these panels to stick to the wall? Half of the adhesive sticks to the wall and half to the panels, but somehow not sticking them together./n/nThe walls we are trying to cover up are some kind of very grainy concrete that crumbles when drilled in to, and it s very very textured to hide some areas that are not levelled. So, putting up frames are drilling are not options. Please help? Any other ways to cover these walls up with the panels would be great!"	Decorating & Remodeling	1463492380000
YA:20160517064110AATEYV0	HISTORY HELP 10 POINTS!!?	1. What is meant  five the partition of India in 1947 /nA. The creation of Hindu and Muslim legislatetures  inside of India/n B. The establishment of african colonies controlled by an independent india /nC. The creation of the Islamic Republic of Pakistan/nD. The creation of British controlled cities along the coast in an independent Indian republic/n/n2.  Why did African states face so many problems following their successful independence movements? /nA. World War II Prvented many countries from giving them aid /nB.  Many countries continued to ship slaves across the Atlantic Ocean/nC.  Political and ethnic rivalries within the countries emerged after independence /nD.   The United Nations consistently waged war against rulers who they considered warlike /n/n3. By the end of the 1970s the country of Vietnam could best be described as? /nA.  Unified under a democratic government /nB. Unified under a communist government /nC. Divided among democratic and  comimunist governments/nD.  Divided among colonial powers mainly China and Korea /n/n4. During the mid to late 1980s the United States was one of the many  countries who put pressure on south Africa to end its policy of apartheid  which of these describes tech take used by the United States?/nA.  Economic pressure /nB. Using NATO forces/nC. Blockading  the south African coast/nD.  Asking the United  nations to send in peacekeepers	History	1463492470000
YA:20160517064142AA58iWq	"14 days late, 4 negative tests, and not many symptoms of pregnancy! Need some help and opinions!?"	"So there are many factors that would make it seem like I'm not pregnant and my cycle is off./n/nFactors: /n/n-In March I took plan B. Bled 5 days after and then again around the time my period would be due with a normal flow. I took the pill because my husband and I were not ready for a baby at that point in time. Even though it was just a few months ago./n-I also have been dieting and working out to train for a marathon. I know for a fact this can throw off your period because it's happened to me before./n/n So those are reasons and possible explanations for a delayed period./n/nI have not had many other symptoms of pregnancy besides fatigue and clear slippery discharge. And when I say fatigue I mean almost falling asleep standing. But problem is 4 neg tests. Now, I did use FRRR and FR six days sooner. I know the rapid results suck but I grabbed the wrong type of tests. I do have a gyno appt on Friday./n/nIf anyone has any suggestions or stories of their own I'd appreciate it. Thank you!!! :)"	Women's Health	1463492502000
YA:20160517064257AAgobaw	I'm dying of hunger ... maybe someone can give something to eat ?		Diet & Fitness	1463492577000
YA:20160517064414AAVgkJE	Why is espn sec network not broadcasting 2016 sec outdoor track and field championships as scheduled?		Football (American)	1463492654000
YA:20160517064525AAf7whW	Does anyone know the name and/or author of this short story?	"Its about a boy working in a bakery. Every day a girl walks in and stares at the display cases without buying anything. He really wants to feed her so he steals a bunch of pastries and sticks them in a box, but she refuses to take them. So he takes them back to his home, and wants to eat them but then he realizes that they belong to her, not him, and that it would be wrong of him to do so. (sorry for the terrible summary)/n/nAny help is appreciated!"	Books & Authors	1463492725000
YA:20160517064541AAWgXyq	Can my cat survive being hit by a car?	"Last Saturday, my neighbor accidentally hit my cat. My mother immediately took him to the vet. I wasn't home at the moment, and the second I got home my mother told me the news. She said he looked pretty bad. Yesterday, I visited my cat at the vet right after school and he seemed... I honestly don't know if it's good or bad. One of his eyes were a bit out, he had a broken jaw and I don't know what else. Later today, my mother told me one of his eyes were blind as the veterinarian called to keep us updated. The veterinarian also discussed his condition to my mother yesterday and it will cost maximum of RM6000. (Malaysia) I am worried about him and I hope he will survive, but is it likely for him to survive?"	Cats	1463492741000
YA:20160517064731AAZn8Yc	"I would like to row to the Faralon Islands, off the coast of San Francisco, and camp there for the night. How tough is this?"		San Francisco	1463492851000
YA:20160517064841AARvsh1	Why severe leg cramps every night ?/npainful for about 5min?		Pain & Pain Management	1463492921000
YA:20160517065136AAQ1sWK	Is this an STD or something else?	"I've had some strange itchiness around my rectum, it feels like a friction rash I've had before from one cheek rubbing up against the other. Although I only get these when I'm working etc., and this has been constant for about a couple months. I don't notice it much at all during the day, it only begins to really be an annoyance at night. It's accompanied with a little pain in my sides and my testicles, I can't tell if I'm overlooking or if it's an std, if you could help me decipher these symptoms that would be great, I'm going to get tested regardless. Thanks!"	STDs	1463493097000
YA:20160517065254AA0vJlb	"I have a 5.5 gallon fish tank. I'm letting it cycle now but after its ready I need to know what kind of fish I can get, how many, etc.?"		Fish	1463493174000
YA:20160517065440AAk6GjI	History question?	"Through using a telescope, Galileo Galilei was able to prove the theories of scientist/nA. Isaac Newton/nB.Rene Descartes/nC. Copernicus/nD. Ptolemy"	History	1463493280000
YA:20160517065605AALZPkw	Why was Shakespeare so sexist?		Books & Authors	1463493365000
YA:20160517065645AA9XJIw	Where is the closes beach to Pittsburgh pa?		Other - United States	1463493405000
YA:20160517065726AAWx09s	Describe the potential impact of missrepresentation of statsitics in the media?		Fashion & Accessories	1463493446000
YA:20160517065844AAh7ILL	"As female ornaments are called jewelery, what male ornaments are called?/nthe answer is not jewelery/accessories.?"		Fashion & Accessories	1463493524000
YA:20160517065956AAwxtVU	Why is my head itching so bad!/nI itches so bad! help......... What do I do how o I get ride of it! help!?		Skin Conditions	1463493596000
YA:20160517070110AAyG5ne	"Why do people worship shakespeare, when he created the illuminati?"		Books & Authors	1463493670000
YA:20160517070154AA9rcO8	I want to start Weight Watchers Smart Points program. How many points do i get? and how many flex points points? Female 26 5'-6'' 195 lbs?		Diet & Fitness	1463493714000
YA:20160517070234AAaRfUu	Why did Twain create the KKK?		Books & Authors	1463493754000
YA:20160517070323AACjU9c	Questions on the Assembly Line?	"Okay so I have a project where I have to come up with 4-5 ''what if'' questions about the assembly line. I know the significance of Ford's invention revolutionized mass production and efficient labor, but I'm looking for some questions that are more creative than just ''what if the assembly line wasn't created?''"	History	1463493803000
YA:20160517070510AAMDedZ	Will a regular Stylus work on a digital art pad?	The pen I would use for art got lost and I am really impatient to wait for my new pen to arrive. Would a regular Stylus work or do I need the specific pen?	Drawing & Illustration	1463493910000
YA:20160517070625AAHXAD3	Is anything that we thing we know even true?	"It seems today everyone pretty much agrees that those running our country are crooks and liars yet these same people decide what is allowed in text books and what is taught in school. However we have been convinced that these same crooks and liars do a 180 and demand truth and honesty when it comes to what kids are taught and what the people are told about the world, the universe etc. /n/nSo is anything that we thing we know even true? It s a valid question."	Philosophy	1463493985000
